CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBand
C00171,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,145.12,4138.83,No,25-48m
C00172,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.11,3231.62,No,25-48m
C00173,Female,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,68.39,976.18,Yes,13-24m
C00174,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,126.28,4945.88,No,25-48m
C00175,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.37,166.49,No,0-6m
C00176,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.06,1437.77,Yes,25-48m
C00177,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,96.03,96.17,Yes,0-6m
C00178,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.33,2805.89,Yes,49m+
C00179,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.68,241.59,No,0-6m
C00180,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,130.81,4069.7,No,25-48m
C00181,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.28,533.25,No,7-12m
C00182,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.38,3295.78,No,49m+
C00183,Female,0,No,No,69,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),95.35,6745.36,No,49m+
C00184,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.88,2022.67,No,25-48m
C00185,Female,0,No,No,66,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.18,5354.74,Yes,49m+
C00186,Female,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),96.88,397.28,No,0-6m
C00187,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,96.69,6117.75,No,49m+
C00188,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.17,4285.63,Yes,25-48m
C00189,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.2,2781.82,No,25-48m
C00190,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),123.27,643.07,No,0-6m
C00191,Male,1,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),109.39,6991.21,No,49m+
C00192,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.91,2252.02,No,49m+
C00193,Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.55,436.64,No,7-12m
C00194,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,116.94,3263.9,Yes,25-48m
C00195,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.03,1915.31,Yes,49m+
C00196,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,129.17,6826.27,No,49m+
C00197,Female,0,No,No,51,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,103.7,5061.83,Yes,49m+
C00198,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.04,738.53,No,13-24m
C00199,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),127.53,6882.54,No,49m+
C00200,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.57,1965.12,No,13-24m
C00201,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,100.72,3368.54,Yes,25-48m
C00202,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),163.76,9895.62,Yes,49m+
C00203,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.55,1279.75,Yes,25-48m
C00204,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,110.17,439.27,Yes,0-6m
C00205,Female,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),133.88,8167.72,Yes,49m+
C00206,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),137.78,4237.05,Yes,25-48m
C00207,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.33,3222.14,No,25-48m
C00208,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,107.17,1998.19,No,13-24m
C00209,Female,0,No,Yes,48,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.24,5178.4,No,25-48m
C00210,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.65,2724.95,Yes,49m+
C00211,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.51,5629.73,No,49m+
C00212,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,106.98,5070.84,Yes,25-48m
C00213,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,93.94,179.48,No,0-6m
C00214,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.64,1080.12,No,13-24m
C00215,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.97,1437.15,Yes,13-24m
C00216,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.07,625.5,Yes,0-6m
C00217,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),133.05,9192.8,No,49m+
C00218,Male,1,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.76,832.16,No,25-48m
C00219,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.81,1565.69,No,25-48m
C00220,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.17,260.75,No,0-6m
C00221,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.15,2471.21,Yes,13-24m
C00222,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.53,6647.14,Yes,49m+
C00223,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),113.47,6645.27,No,49m+
C00224,Male,0,Yes,No,63,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.86,5352.15,No,49m+
C00225,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,141.54,3089.95,Yes,13-24m
C00226,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.23,1767.86,Yes,13-24m
C00227,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,117.59,6718.45,Yes,49m+
C00228,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,101.23,6499.74,Yes,49m+
C00229,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.44,1060.2,Yes,7-12m
C00230,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.62,4422.29,No,25-48m
C00231,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.37,956.21,Yes,13-24m
C00232,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),123.23,1952.36,No,13-24m
C00233,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,109.39,4513.25,Yes,25-48m
C00234,Male,1,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.02,4088.62,No,25-48m
C00235,Female,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,102.59,2069.36,No,13-24m
C00236,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),135.8,7779.88,Yes,49m+
C00237,Male,1,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),103.05,6204.35,No,49m+
C00238,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.2,2354.13,No,13-24m
C00239,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),125.04,4616.06,Yes,25-48m
C00240,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),138.16,8500.76,No,49m+
C00241,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.86,1031.32,Yes,13-24m
C00242,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.49,734.7,No,13-24m
C00243,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.56,1840.17,Yes,13-24m
C00244,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,105.55,5722.96,Yes,49m+
C00245,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),135.66,3756.59,Yes,25-48m
C00246,Male,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.25,3963.19,No,25-48m
C00247,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,136.81,3729.9,Yes,25-48m
C00248,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),114.67,7202.43,Yes,49m+
C00249,Male,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.12,5143.78,Yes,49m+
C00250,Female,1,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,120.74,2990.19,Yes,25-48m
C00251,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,113.14,5314.3,No,25-48m
C00252,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,133.81,1931.11,Yes,13-24m
C00253,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),110.75,109.2,No,0-6m
C00254,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,118.39,7324.12,Yes,49m+
C00255,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,99.03,1118.29,No,7-12m
C00256,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.13,2084.56,Yes,13-24m
C00257,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.95,2496.96,No,49m+
C00258,Female,1,No,No,63,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.31,6347.69,Yes,49m+
C00259,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.97,2379.69,No,49m+
C00260,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.07,347.07,No,7-12m
C00261,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.81,5103.05,Yes,25-48m
C00262,Female,0,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.36,4984.81,No,49m+
C00263,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,103.34,6117.3,Yes,49m+
C00264,Female,0,No,No,66,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.44,6814.92,Yes,49m+
C00265,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.05,3151.02,No,49m+
C00266,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.27,3382.63,Yes,25-48m
C00267,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,101.07,2608.88,Yes,25-48m
C00268,Female,0,Yes,No,38,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.38,3752.72,Yes,25-48m
C00269,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,103.17,6809.81,No,49m+
C00270,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.21,2820.54,No,49m+
C00271,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),104.96,6174.36,No,49m+
C00272,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,107.46,664.16,Yes,0-6m
C00273,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.42,2740.23,No,49m+
C00274,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),120.43,2006.66,No,13-24m
C00275,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.62,553.87,No,13-24m
C00276,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),47.44,1225.26,No,25-48m
C00277,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.19,3022.6,No,49m+
C00278,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),92.25,564.97,Yes,0-6m
C00279,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,89.35,2424.56,No,25-48m
C00280,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),117.48,7736.03,Yes,49m+
C00281,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,102.96,7230.6,Yes,49m+
C00282,Female,0,Yes,No,42,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,87.83,3695.98,Yes,25-48m
C00283,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.9,312.43,No,7-12m
C00284,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.36,6706.91,Yes,49m+
C00285,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),121.68,6424.67,Yes,49m+
C00286,Male,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.43,742.48,No,25-48m
C00287,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,75.19,4149.96,No,49m+
C00288,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,137.01,271.34,Yes,0-6m
C00289,Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,126.98,8840.45,No,49m+
C00290,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),47.65,447.64,No,7-12m
C00291,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,128.56,9068.0,No,49m+
C00292,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,120.16,5209.92,No,25-48m
C00293,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,92.25,4536.59,No,49m+
C00294,Female,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.04,2575.86,No,49m+
C00295,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.91,2214.93,No,49m+
C00296,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),144.51,1038.46,Yes,7-12m
C00297,Female,0,Yes,No,69,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,104.67,7428.2,No,49m+
C00298,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.06,5894.58,Yes,49m+
C00299,Male,1,No,No,56,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.33,5520.26,No,49m+
C00300,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.72,1861.72,No,49m+
C00301,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),104.46,1208.84,Yes,7-12m
C00302,Female,1,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,98.79,1787.17,No,13-24m
C00303,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.88,438.8,Yes,0-6m
C00304,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,123.08,2187.21,Yes,13-24m
C00305,Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,90.22,4424.36,No,25-48m
C00306,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),110.49,4633.47,No,25-48m
C00307,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),111.99,4161.06,Yes,25-48m
C00308,Male,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,127.1,8388.22,No,49m+
C00309,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,137.99,2965.09,No,13-24m
C00310,Male,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.73,4980.94,Yes,49m+
C00311,Female,0,No,No,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),105.84,434.7,No,0-6m
C00312,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.0,2586.34,No,49m+
